ind,pop,lat,long,sex,color,AT16a,AT16b,AT58a,AT58b,AT19a,AT19b,AM5_64a,AM5_64b,AT53a,AT53b,B38_1a,B38_1b,CorAT64a,CorAT64b,PnMs16a,PnMs16b,TvM1a,TvM1b
6613,26,-39.05009,177.287902,F,Bl,138,144,133,133,NA,NA,255,255,255,261,87,89,166,178,228,248,223,231
6614,26,-39.060152,177.29184,F,br,144,144,133,133,NA,NA,255,287,255,259,89,91,166,182,248,248,229,229
6616,26,-39.056369,177.27309,F,Bl,138,144,133,133,NA,NA,255,255,255,257,89,89,166,178,228,250,231,235
6617,26,-39.05381,177.297904,M,br,138,140,133,133,270,270,255,255,265,269,87,89,166,182,228,248,233,233
6621,26,-39.060823,177.297029,M,br,144,144,133,153,276,278,255,287,257,265,87,89,166,180,228,248,229,235
6622,26,-39.062519,177.279863,M,Bl,138,138,133,133,264,278,255,299,255,257,89,91,166,166,228,248,235,235
6625,26,-39.061473,177.296548,F,Bl,140,144,133,149,278,278,255,255,257,261,89,89,138,178,230,248,223,231
6626,26,-39.054982,177.290933,F,Bl,138,144,133,139,NA,NA,255,255,265,265,85,93,138,178,NA,NA,NA,NA
7170,26,-39.054522,177.293345,M,Bl,140,144,133,133,264,276,259,259,255,261,89,89,178,198,228,228,223,229
7171,26,-39.06761,177.280962,M,Bl,138,138,133,149,264,264,255,291,255,257,91,91,178,180,220,248,229,229
7172,26,-39.066902,177.280351,M,Bl,138,140,133,151,266,278,255,287,257,269,87,87,166,186,228,248,NA,NA
7173,26,-39.06249,177.27749,F,Bl,138,140,133,133,264,270,255,291,261,265,85,89,166,178,228,248,235,235
7174,26,-39.058691,177.274423,M,Gr,138,138,133,145,270,276,255,255,219,261,75,91,180,186,228,250,231,233
7175,26,-39.064585,177.278405,M,Bl,138,140,133,145,266,276,NA,NA,261,269,89,91,176,186,228,250,NA,NA
7176,26,-39.065851,177.279766,F,Bl,138,140,133,153,264,272,255,255,241,259,83,89,166,178,NA,NA,233,233
7177,26,-39.066104,177.291593,M,Bl,136,142,145,153,264,264,255,255,219,269,85,89,178,180,232,248,223,229
7178,26,-39.06561,177.280423,F,Bl,136,138,133,155,258,264,255,255,257,263,85,89,166,186,228,248,223,223
7179,26,-39.054624,177.288435,F,Bl,138,140,133,133,NA,NA,255,255,257,257,85,91,166,186,228,228,223,229
7181,26,-39.054916,177.287135,M,Bl,NA,NA,133,133,NA,NA,NA,NA,NA,NA,87,89,166,180,228,248,231,233
7182,26,-39.068232,177.292071,M,Gr,138,140,133,133,258,276,255,255,255,269,85,89,176,182,228,248,223,233
7183,26,-39.050311,177.289223,F,Bl,140,144,133,133,NA,NA,NA,NA,241,255,89,91,186,186,228,228,NA,NA
7184,26,-39.050149,177.287039,M,Bl,136,138,133,133,264,272,255,259,257,269,91,91,166,186,NA,NA,227,233
7185,26,-39.054996,177.286446,M,Bl,138,138,133,133,258,264,255,287,219,257,85,87,166,186,228,248,223,229
7186,26,-39.051933,177.284685,M,Bl,136,138,133,133,276,278,255,255,261,269,83,89,164,180,228,248,233,233
7192,26,-39.055987,177.291075,M,Bl,136,138,133,133,258,264,255,255,261,269,89,91,166,166,228,248,235,235
7193,26,-39.055585,177.294821,M,Bl,138,144,133,133,258,278,255,259,257,269,87,91,180,186,228,248,221,231
7194,26,-39.056979,177.2826,F,Bl,138,138,133,133,270,278,255,255,257,265,89,91,186,186,228,242,223,229
7195,26,-39.059484,177.284362,M,Gr,136,140,133,145,270,276,255,255,257,261,89,89,NA,NA,248,248,223,229
7196,26,-39.05733,177.282622,F,Bl,126,144,133,155,270,278,255,255,257,269,89,91,178,186,NA,NA,NA,NA
7197,26,-39.050723,177.290752,F,Gr,138,140,133,145,264,276,255,255,257,261,85,89,178,178,228,248,235,235
7198,26,-39.047826,177.288388,F,Bl,136,144,133,153,264,264,259,299,241,255,89,89,166,178,220,228,223,233
7200,26,-39.065325,177.295536,F,Bl,130,140,133,153,276,278,255,255,257,267,91,91,166,186,228,228,223,223
7662,26,-39.058737,177.297594,M,Bl,140,140,133,149,270,276,255,287,257,257,89,91,178,180,228,228,223,229
7663,26,-39.053715,177.291526,M,Gr,138,140,133,153,276,278,NA,NA,263,269,85,87,166,166,228,228,NA,NA
7664,26,-39.047054,177.288294,M,br,138,144,133,133,NA,NA,NA,NA,NA,NA,89,91,166,166,220,228,231,235
7665,26,-39.045327,177.280683,M,br,138,140,133,149,266,270,255,259,255,257,91,91,166,176,248,248,229,233
7666,26,-39.051389,177.278949,F,Bl,138,138,133,145,276,278,255,255,219,257,75,89,166,182,228,228,231,233
7667,26,-39.051888,177.278633,F,Bl,136,138,133,133,270,278,255,255,257,259,89,89,180,182,228,228,223,223
7669,26,-39.055231,177.27531,F,Bl,140,140,133,133,264,278,255,255,257,257,87,91,166,166,228,248,223,223
7670,26,-39.056745,177.284055,M,Bl,124,136,133,149,276,278,255,255,261,269,89,91,164,178,228,248,233,235
7671,26,-39.056704,177.272069,F,Gr,138,138,133,133,266,272,255,259,257,269,85,89,166,166,248,250,NA,NA
7672,26,-39.070539,177.281963,M,Gr,138,140,133,149,264,276,255,255,269,269,89,91,166,166,228,248,231,233
7673,26,-39.054787,177.298566,M,br,140,144,133,133,258,278,255,255,259,263,87,89,166,166,228,228,223,233
7674,26,-39.054856,177.298639,M,Bl,138,138,133,133,264,264,255,255,219,257,89,91,166,166,226,228,235,235
7675,26,-39.05605,177.27632,M,Gr,138,140,133,133,264,272,255,299,261,271,85,87,166,182,228,228,223,223
7676,26,-39.055539,177.278417,F,Bl,138,140,133,133,264,266,255,255,219,257,83,85,166,186,228,228,231,231
7677,26,-39.060413,177.283135,M,Bl,138,140,133,145,258,276,255,255,257,265,89,89,166,180,228,248,233,233
6607b,26,-39.049487,177.291728,F,Gr,138,140,133,133,266,278,255,259,241,269,89,89,166,180,228,248,233,233
6097,28,-38.995157,177.533425,M,br,140,142,133,133,NA,NA,255,255,257,269,87,87,166,178,228,248,223,227
6098,28,-38.992112,177.537677,F,br,136,144,149,155,258,258,255,255,NA,NA,91,91,166,166,228,248,235,235
6099,28,-38.992944,177.530774,F,bl,138,142,133,133,NA,NA,255,255,257,269,87,87,NA,NA,228,248,223,227
6252,28,-38.98915,177.538918,F,bl,138,138,NA,NA,NA,NA,255,255,255,269,85,91,178,186,248,248,223,227
6253,28,-38.991094,177.529637,F,bl,140,140,133,149,NA,NA,255,291,NA,NA,87,89,166,174,248,248,227,233
6254,28,-38.992597,177.529954,F,bl,140,142,133,133,258,278,255,255,NA,NA,89,91,166,176,250,250,223,235
6255,28,-38.992697,177.531093,M,bl,140,140,133,133,258,258,255,255,NA,NA,83,91,166,178,228,248,223,235
6256,28,-38.99279,177.530556,M,bl,138,138,133,149,258,278,255,299,NA,NA,85,89,166,178,248,250,231,235
6257,28,-38.993559,177.531184,M,gr,140,142,149,155,258,258,255,291,NA,NA,85,91,166,180,228,228,NA,NA
6258,28,-38.994601,177.533123,M,bl,136,142,133,149,258,258,255,255,269,269,89,91,166,166,228,250,223,227
6259,28,-38.994157,177.532251,F,bl,138,140,133,133,258,264,255,255,257,261,NA,NA,166,178,NA,NA,223,231
6260,28,-38.993782,177.531695,M,br,140,144,133,149,270,270,255,255,263,265,87,89,178,186,248,250,235,235
6261,28,-38.983147,177.533121,M,br,138,138,133,155,270,278,255,255,265,265,91,93,NA,NA,228,250,223,223
6262,28,-38.982909,177.535486,F,bl,136,142,133,149,258,258,255,255,NA,NA,87,91,166,180,228,228,NA,NA
6263,28,-38.985001,177.536176,M,bl,138,140,133,133,258,270,255,255,269,269,91,93,176,178,248,250,223,227
6264,28,-38.986092,177.535045,F,bl,138,140,133,149,258,270,255,255,NA,NA,87,87,176,178,NA,NA,NA,NA
6265,28,-38.990507,177.529437,M,bl,140,140,133,149,258,278,255,255,257,265,NA,NA,166,178,228,248,223,227
6266,28,-38.985239,177.530368,F,bl,142,144,133,149,NA,NA,255,255,NA,NA,85,89,180,186,228,228,231,235
6267,28,-38.987036,177.529167,M,br,144,144,133,153,258,270,255,259,269,269,83,91,166,166,248,248,223,233
6268,28,-38.984004,177.530369,F,bl,140,140,133,133,258,258,255,255,NA,NA,85,89,166,166,NA,NA,NA,NA
6269,28,-38.982395,177.530669,M,br,140,142,133,149,264,278,255,291,NA,NA,89,89,166,178,NA,NA,227,231
6270,28,-38.985962,177.529652,F,gr,138,140,133,133,258,258,255,255,NA,NA,89,89,166,178,NA,NA,233,233
6271,28,-38.99524,177.534055,M,bl,140,140,133,133,270,278,255,291,269,271,89,91,166,166,228,228,233,233
6272,28,-38.99502,177.533023,M,bl,138,138,149,153,258,270,255,291,257,269,85,89,166,178,250,252,235,235
6273,28,-38.981811,177.531313,F,bl,140,142,133,133,NA,NA,NA,NA,NA,NA,91,93,166,180,248,248,NA,NA
6274,28,-38.991972,177.530018,M,bl,138,144,133,149,258,258,255,255,263,265,83,91,166,178,228,250,223,227
6275,28,-38.995749,177.533059,M,bl,138,140,133,133,258,278,255,255,257,257,85,85,NA,NA,248,248,227,233
6276,28,-38.983308,177.529931,M,bl,140,142,133,133,258,278,255,255,257,269,87,93,180,180,248,250,231,233
6277,28,-38.993761,177.531312,M,br,140,142,133,133,258,258,255,291,265,269,89,91,166,178,248,250,227,235
6278,28,-38.983292,177.543612,F,gr,138,138,133,149,NA,NA,255,255,269,269,87,89,166,178,228,248,227,235
6279,28,-38.987776,177.529399,M,br,140,140,133,133,258,270,255,255,NA,NA,91,91,176,180,248,248,223,227
6281,28,-38.988271,177.542895,M,gr,138,144,133,153,258,270,255,255,255,259,85,87,176,180,228,250,227,235
6282,28,-38.982411,177.535754,M,br,136,138,133,155,258,278,255,255,269,269,89,89,NA,NA,248,250,233,233
6283,28,-38.982203,177.538052,M,bl,140,140,133,149,258,270,255,259,NA,NA,87,87,166,176,228,248,233,235
6285,28,-38.986559,177.529147,F,bl,142,144,133,133,NA,NA,255,255,NA,NA,85,89,176,178,228,248,223,223
6288,28,-38.981974,177.543168,F,bl,140,140,133,133,278,278,255,255,257,257,89,91,178,178,248,250,223,233
6289,28,-38.990389,177.538606,M,br,140,142,133,149,270,278,255,259,257,269,NA,NA,NA,NA,228,248,223,227
6290,28,-38.981457,177.539356,M,bl,136,138,133,149,258,264,255,255,269,269,87,89,170,170,228,248,227,233
6291,28,-38.988416,177.53879,M,bl,138,140,133,133,270,278,255,255,257,269,93,93,NA,NA,228,248,223,223
6292,28,-38.99348,177.535928,F,bl,140,140,133,133,258,270,255,255,257,257,91,93,NA,NA,248,248,223,223
6293,28,-38.99116,177.538032,F,bl,140,144,133,133,270,278,255,255,261,265,NA,NA,166,178,NA,NA,223,227
6294,28,-38.988776,177.54109,F,br,138,138,133,133,258,264,255,299,257,257,87,87,166,178,228,248,227,235
6295,28,-38.991148,177.529652,M,bl,138,138,NA,NA,270,270,NA,NA,259,263,87,89,178,180,248,250,227,227
6296,28,-38.994869,177.532505,F,bl,140,142,133,133,258,278,255,255,257,257,87,87,166,186,228,228,227,227
6297,28,-38.983974,177.544361,F,br,142,144,133,133,258,278,255,255,253,265,NA,NA,166,180,NA,NA,227,233
6298,28,-38.9811,177.540638,M,br,138,144,133,133,258,268,255,255,257,265,79,91,178,186,228,228,227,233
7416,28,-38.988521,177.542506,M,br,138,140,133,133,NA,NA,255,259,NA,NA,87,89,166,174,248,250,NA,NA
7417,28,-38.989076,177.528917,F,bl,138,140,133,133,258,258,255,255,265,269,NA,NA,166,186,NA,NA,223,223
7418,28,-38.988438,177.540733,M,bl,138,140,133,149,258,258,255,299,257,265,89,91,178,180,248,250,223,233
7419,28,-38.989103,177.538731,M,br,138,144,133,133,270,278,255,255,NA,NA,89,89,166,178,248,250,233,235
7420,28,-38.992112,177.537677,F,bl,140,140,133,133,258,258,255,255,257,269,NA,NA,166,166,NA,NA,233,235
7421,28,-38.983358,177.543535,M,br,136,138,133,133,264,270,255,255,257,257,87,89,166,174,228,248,223,223
7423,28,-38.98072,177.540891,M,bl,140,142,133,133,258,264,255,255,NA,NA,91,93,180,186,NA,NA,223,235
7424,28,-38.982529,177.543273,F,bl,142,142,133,133,258,258,255,255,269,269,83,83,166,180,228,228,NA,NA
7425,28,-38.988416,177.53879,M,br,140,142,133,133,258,258,255,259,257,265,85,89,180,180,228,250,223,227
7426,28,-38.98157,177.538115,M,br,136,142,133,133,258,258,255,255,257,257,91,91,166,178,228,248,223,223
7427,28,-38.992741,177.537279,F,bl,140,140,NA,NA,NA,NA,255,255,257,269,89,89,174,186,248,250,227,227
7431,28,-38.991142,177.537799,F,bl,138,144,155,155,278,278,255,255,257,257,87,89,166,178,228,250,223,227
7440,28,-38.988509,177.538472,M,bl,140,140,133,149,NA,NA,255,259,257,269,85,91,166,176,228,248,223,227
6287a,28,-38.981041,177.541917,M,bl,138,140,133,133,NA,NA,255,255,NA,NA,87,91,176,178,228,248,NA,NA
6287b,28,-38.981041,177.541917,M,br,136,140,153,153,258,264,NA,NA,259,269,91,91,NA,NA,248,248,223,223
6986,29,-38.970648,177.379867,M,bl,136,144,133,153,264,278,NA,NA,257,269,89,91,166,166,228,228,223,233
6987,29,-38.970926,177.380623,F,bl,138,144,133,139,276,278,255,259,241,255,85,91,178,178,228,228,233,233
6988,29,-38.9685,177.37637,F,bl,136,144,133,149,278,278,255,255,259,261,85,89,166,166,228,250,235,235
6989,29,-38.972233,177.379238,F,bl,136,138,133,149,258,278,NA,NA,255,265,85,85,166,166,228,228,223,235
6991,29,-38.967982,177.374813,F,gr,140,144,133,133,270,278,255,299,257,261,89,91,166,166,228,228,233,235
6992,29,-38.981355,177.36941,F,gr,136,144,133,155,264,278,255,255,257,269,87,91,166,166,248,248,223,233
6993,29,-38.966757,177.37454,F,bl,138,138,149,155,258,278,NA,NA,259,269,85,89,166,180,228,228,223,235
6994,29,-38.980613,177.368046,M,bl,138,140,133,133,264,278,255,255,257,259,85,91,178,180,228,228,229,231
6995,29,-38.971626,177.38024,M,bl,138,140,149,153,264,278,255,255,241,257,85,91,166,166,228,228,223,235
6997,29,-38.978642,177.372441,F,bl,138,138,133,133,264,276,255,255,241,269,85,89,166,166,228,250,223,235
6998,29,-38.979154,177.369422,F,bl,138,144,133,155,258,264,255,255,255,261,87,89,182,182,228,250,223,235
6999,29,-38.978212,177.366683,M,gr,136,138,139,155,264,278,255,255,255,257,85,85,176,176,228,228,233,235
7000,29,-38.970302,177.370244,M,gr,136,144,133,149,258,266,255,255,257,271,89,91,166,166,248,248,235,235
7115,29,-38.975407,177.368114,F,bl,136,138,149,153,270,278,255,255,259,259,85,87,180,180,228,228,233,235
7117,29,-38.971142,177.378973,M,bl,138,140,149,153,264,276,255,259,259,259,85,91,166,166,248,248,223,223
7118,29,-38.9718,177.378529,M,bl,138,144,155,155,258,264,255,255,243,259,91,93,166,166,228,228,223,233
7119,29,-38.979889,177.369538,F,bl,136,138,133,133,258,264,255,255,269,271,85,89,166,180,228,228,223,235
7120,29,-38.979151,177.367134,M,bl,140,140,145,149,258,264,255,255,241,255,89,89,NA,NA,248,248,223,233
7121,29,-38.968973,177.374136,F,bl,138,138,NA,NA,NA,NA,255,255,219,219,87,93,NA,NA,NA,NA,233,233
7122,29,-38.968051,177.368036,M,bl,140,144,133,133,270,278,255,255,219,259,85,85,NA,NA,228,228,223,233
7124,29,-38.97759,177.368111,M,bl,138,142,133,133,270,278,255,259,257,257,85,89,180,186,228,228,233,233
7126,29,-38.978995,177.366974,M,bl,138,138,133,133,258,278,255,287,269,273,89,91,166,166,228,228,233,235
7127,29,-38.979889,177.369538,M,bl,142,144,133,153,258,264,255,255,259,261,87,89,166,176,228,228,NA,NA
7137,29,-38.977635,177.368565,M,bl,138,144,155,155,264,278,255,299,257,257,87,87,166,166,250,250,233,233
7138,29,-38.978836,177.372314,M,bl,138,144,133,149,258,278,255,255,255,257,89,89,178,186,228,228,223,227
7141,29,-38.977628,177.366866,M,gr,140,140,133,155,264,264,255,255,255,271,87,87,166,178,248,248,227,231
7142,29,-38.976981,177.366571,M,gr,138,138,149,153,258,278,255,255,255,257,87,91,166,186,228,228,233,233
7143,29,-38.976663,177.369221,M,bl,142,144,133,149,276,278,255,259,255,271,89,89,166,166,250,250,233,235
7144,29,-38.97523,177.36756,M,bl,140,144,133,133,276,276,255,255,255,271,85,87,166,186,NA,NA,231,233
7146,29,-38.97273,177.37801,F,bl,140,140,153,155,264,278,255,255,219,259,85,89,166,166,228,228,223,235
7147,29,-38.970654,177.379012,F,gr,140,142,153,155,276,278,255,255,257,259,87,87,166,166,228,228,223,235
7148,29,-38.970731,177.380773,F,gr,140,140,149,151,258,266,NA,NA,261,269,87,89,166,166,248,248,223,235
7149,29,-38.977403,177.371104,F,bl,142,144,149,149,258,278,255,255,255,261,89,89,166,166,228,248,227,233
7151,29,-38.977079,177.372516,F,bl,138,140,145,153,264,264,255,255,257,259,89,89,166,178,248,248,NA,NA
7153,29,-38.97132,177.369349,F,bl,140,140,133,153,258,278,255,259,241,259,87,87,176,176,228,248,223,233
7154,29,-38.976231,177.366837,M,bl,138,138,147,149,258,264,NA,NA,219,241,89,91,166,166,248,248,233,235
7155,29,-38.970311,177.370025,M,bl,138,140,149,153,276,276,255,259,219,259,85,89,176,178,228,228,223,235
7156,29,-38.971594,177.369713,F,bl,138,140,133,155,258,278,255,259,255,255,87,91,166,166,248,248,235,235
7157,29,-38.970119,177.370788,F,bl,138,142,133,155,258,276,NA,NA,257,269,87,87,166,166,228,250,NA,NA
7158,29,-38.971556,177.368578,M,gr,138,140,133,133,NA,NA,NA,NA,NA,NA,85,89,166,166,248,250,NA,NA
7159,29,-38.979061,177.368793,M,bl,138,138,133,153,258,258,255,255,243,261,87,91,166,166,228,228,223,233
7160,29,-38.978642,177.3734,F,bl,136,138,133,155,278,278,NA,NA,257,269,91,93,166,166,228,248,223,235
7161,29,-38.970835,177.369746,F,bl,140,140,145,149,264,278,255,255,257,257,89,91,166,166,228,228,NA,NA
7162,29,-38.968054,177.370543,M,bl,138,138,133,147,NA,NA,NA,NA,219,255,87,89,178,178,228,228,NA,NA
7163,29,-38.968261,177.370082,M,bl,140,144,133,155,276,278,255,255,255,271,87,91,166,180,228,228,235,235
7164,29,-38.973032,177.378364,M,bl,144,144,133,155,276,278,255,255,259,271,87,91,166,166,228,228,235,235
7165,29,-38.977371,177.36722,F,bl,138,142,133,153,258,278,255,259,241,261,89,89,166,176,228,228,223,235
7166,29,-38.968246,177.372865,F,gr,138,140,133,133,264,278,255,255,257,261,85,87,166,166,228,228,229,233
7167,29,-38.967992,177.371717,F,bl,140,140,NA,NA,256,256,255,255,255,257,87,91,166,166,228,248,NA,NA
7169,29,-38.968047,177.371455,F,gr,140,144,155,155,264,278,255,255,257,259,87,87,166,186,228,228,233,235
6053,30,-38.939076,177.429164,M,bl,136,140,133,155,278,278,255,259,265,271,87,89,166,166,228,228,233,235
7501,30,-38.938627,177.429136,M,gr,140,144,133,153,NA,NA,255,255,257,259,87,91,166,176,228,248,NA,NA
7502,30,-38.943454,177.43234,F,bl,140,140,133,133,270,278,255,255,257,261,89,91,166,178,228,228,227,233
7503,30,-38.942683,177.429196,M,br,NA,NA,NA,NA,264,278,NA,NA,263,269,87,89,166,182,248,250,227,227
7504,30,-38.942932,177.429281,F,br,144,144,133,145,258,258,255,259,261,269,89,89,166,176,228,228,227,233
7506,30,-38.943144,177.433602,F,bl,140,140,133,153,278,278,255,255,257,269,85,89,NA,NA,228,250,223,227
7507,30,-38.943787,177.432835,F,bl,136,144,133,133,270,278,255,255,257,265,89,93,166,166,248,250,233,233
7508,30,-38.941876,177.429307,M,br,140,140,133,133,NA,NA,255,255,255,269,91,91,166,186,228,228,NA,NA
7509,30,-38.943105,177.429939,F,br,136,136,133,133,NA,NA,255,255,255,269,89,91,166,186,228,248,227,229
7510,30,-38.942956,177.429364,F,br,NA,NA,NA,NA,258,258,NA,NA,257,269,87,89,166,186,228,250,223,233
7511,30,-38.942704,177.429105,F,bl,140,144,133,133,258,258,255,255,NA,NA,89,91,178,182,248,250,223,235
7512,30,-38.943001,177.430533,M,br,140,142,133,133,270,270,255,259,257,269,85,89,166,166,228,250,NA,NA
7513,30,-38.942523,177.442917,M,br,NA,NA,133,133,270,278,259,259,255,269,NA,NA,NA,NA,228,228,235,235
7514,30,-38.94461,177.444216,F,br,138,140,133,153,258,270,255,259,263,269,NA,NA,176,180,228,248,227,227
7516,30,-38.94355,177.43267,F,br,136,140,153,155,258,278,255,255,257,257,NA,NA,166,166,228,228,235,235
7517,30,-38.943535,177.432357,M,br,138,140,133,153,270,276,255,255,255,257,87,89,178,186,248,250,223,231
7518,30,-38.944038,177.432862,F,bl,140,144,133,133,258,270,255,255,261,265,89,89,176,186,228,228,223,233
7519,30,-38.943177,177.433443,M,br,142,144,133,133,258,278,255,255,257,269,89,89,174,186,248,250,233,235
7521,30,-38.940077,177.431757,F,br,144,144,NA,NA,NA,NA,255,255,257,265,87,89,166,186,228,248,223,227
7522,30,-38.938649,177.43393,F,br,136,140,133,133,258,278,255,255,259,265,89,89,166,186,228,248,227,235
7523,30,-38.947485,177.451028,F,bl,NA,NA,NA,NA,264,278,NA,NA,255,265,89,91,NA,NA,228,248,235,235
7524,30,-38.940704,177.430237,M,br,140,144,133,133,NA,NA,255,259,263,265,89,91,166,178,228,250,227,231
7525,30,-38.945543,177.44528,F,bl,138,140,133,133,264,270,255,255,257,265,89,89,166,186,248,250,235,235
7526,30,-38.945135,177.444862,M,br,NA,NA,NA,NA,258,270,NA,NA,265,269,89,89,166,186,NA,NA,223,227
7528,30,-38.944635,177.443329,M,br,138,138,133,133,264,270,255,255,257,265,NA,NA,NA,NA,228,228,227,227
7529,30,-38.945899,177.4461,F,br,NA,NA,NA,NA,278,278,NA,NA,255,257,89,91,166,176,228,228,227,227
7530,30,-38.94112,177.443279,M,br,142,144,NA,NA,NA,NA,255,259,NA,NA,87,91,166,178,250,250,NA,NA
7531,30,-38.938396,177.441651,F,bl,136,144,133,153,258,258,255,255,265,269,89,93,166,178,248,248,NA,NA
7532,30,-38.944628,177.444217,M,gr,140,142,133,145,264,278,255,255,255,259,NA,NA,NA,NA,228,248,227,235
7533,30,-38.938612,177.439332,M,br,136,140,133,153,258,264,255,255,257,265,NA,NA,NA,NA,228,228,227,231
7535,30,-38.939083,177.433426,M,br,140,142,133,133,NA,NA,255,255,257,265,NA,NA,NA,NA,228,250,223,223
7537,30,-38.94131,177.442321,M,br,140,144,133,153,264,270,255,255,255,257,87,89,166,166,228,248,231,235
7538,30,-38.944681,177.444232,F,bl,140,140,133,133,258,264,255,255,263,269,87,89,166,176,228,248,227,235
7539,30,-38.941025,177.434057,F,bl,144,144,133,133,258,258,255,255,259,269,NA,NA,NA,NA,228,248,227,233
7540,30,-38.939663,177.437331,F,bl,136,138,133,149,258,258,255,255,255,257,89,91,182,186,250,250,235,235
7541,30,-38.941072,177.443334,F,bl,140,140,133,133,270,270,255,259,255,255,87,87,166,178,228,228,NA,NA
7542,30,-38.944153,177.442975,F,bl,140,140,133,155,NA,NA,255,255,257,269,85,89,166,178,228,250,NA,NA
7543,30,-38.942594,177.442934,M,br,142,142,133,133,270,278,255,255,257,265,NA,NA,NA,NA,228,248,231,231
7544,30,-38.946081,177.446054,F,bl,136,138,133,133,NA,NA,255,259,257,261,87,89,166,186,228,248,NA,NA
7545,30,-38.945617,177.443114,M,br,NA,NA,NA,NA,264,278,NA,NA,263,265,89,89,176,178,228,228,235,235
7546,30,-38.947288,177.451432,F,gr,138,140,133,153,258,278,255,255,257,265,89,89,180,182,228,248,223,235
7547,30,-38.944079,177.442774,F,br,138,144,133,153,270,278,255,255,257,269,91,91,166,178,228,248,227,233
7548,30,-38.942417,177.44261,M,br,140,144,133,133,270,278,255,259,261,263,89,91,166,176,228,248,223,233
7549,30,-38.947403,177.449637,M,br,136,144,133,145,NA,NA,255,255,NA,NA,89,91,166,186,NA,NA,NA,NA
7551,30,-38.945389,177.444347,F,bl,NA,NA,NA,NA,258,270,NA,NA,257,265,NA,NA,166,186,228,248,233,233
7552,30,-38.939036,177.438158,F,bl,140,140,133,153,258,264,255,259,NA,NA,87,89,178,178,248,248,NA,NA
7554,30,-38.945601,177.444464,F,br,136,140,133,133,270,278,255,299,255,269,89,89,NA,NA,228,248,223,227
7555,30,-38.941111,177.43464,F,gr,138,140,NA,NA,NA,NA,255,255,NA,NA,85,85,166,178,228,248,NA,NA
7556,30,-38.938786,177.4388,M,br,NA,NA,NA,NA,258,270,NA,NA,257,265,87,89,166,182,228,228,NA,NA
7557,30,-38.945611,177.445366,M,br,144,144,133,133,258,278,255,255,263,269,87,87,166,178,228,248,223,227
7558,30,-38.940675,177.43564,M,bl,NA,NA,NA,NA,NA,NA,NA,NA,257,269,89,89,166,166,228,248,227,227
7559,30,-38.940117,177.436552,F,bl,140,140,149,151,278,278,NA,NA,257,269,91,91,166,166,228,228,223,223
6002,31,-38.912866,177.530446,M,br,138,144,133,133,276,278,255,255,255,263,89,91,166,166,228,248,223,227
6003,31,-38.916199,177.530338,M,br,138,140,133,149,258,270,255,255,267,269,85,87,176,186,248,250,231,235
6004,31,-38.917491,177.530733,F,bl,138,144,133,133,278,278,255,255,257,263,85,89,166,180,228,248,227,227
6005,31,-38.912038,177.528338,M,br,136,138,133,133,270,278,255,255,255,261,85,93,166,176,228,228,231,235
6006,31,-38.910929,177.529028,M,bl,140,144,133,133,278,278,255,299,255,263,87,91,166,180,248,248,223,231
6008,31,-38.917916,177.530253,M,br,140,144,133,133,258,264,259,299,263,271,NA,NA,NA,NA,NA,NA,NA,NA
6009,31,-38.910927,177.522205,F,br,138,142,133,149,258,258,255,255,257,257,NA,NA,NA,NA,NA,NA,NA,NA
6010,31,-38.910021,177.527134,F,bl,140,140,133,133,258,258,255,255,265,269,89,93,176,180,228,250,223,223
6013,31,-38.913881,177.529877,F,bl,136,138,133,133,258,270,255,255,257,265,85,89,166,186,248,248,227,235
6014,31,-38.913214,177.526901,M,bl,140,140,133,153,NA,NA,255,255,255,255,85,89,166,166,228,228,NA,NA
6016,31,-38.915906,177.530204,M,br,140,144,149,149,270,270,255,299,255,257,91,93,176,186,228,248,229,231
6017,31,-38.91938,177.530163,M,bl,138,140,NA,NA,NA,NA,255,259,265,269,89,91,178,186,248,250,227,227
6018,31,-38.919901,177.530231,M,br,138,144,133,133,270,278,255,259,257,263,87,87,186,186,248,250,223,227
6019,31,-38.920682,177.529866,M,br,138,144,133,133,258,278,255,255,263,271,87,91,166,166,248,248,227,231
6020,31,-38.91101,177.520779,F,br,136,142,133,133,NA,NA,NA,NA,255,259,85,89,166,180,NA,NA,223,233
6021,31,-38.910001,177.519606,M,bl,140,142,133,133,258,264,255,255,257,259,91,91,166,176,228,248,227,233
6022,31,-38.911594,177.52473,M,br,140,140,133,133,258,270,255,255,259,269,87,91,166,180,248,248,233,235
6023,31,-38.910428,177.520234,F,bl,138,140,133,133,258,278,255,255,263,265,89,93,166,178,228,228,227,233
6024,31,-38.910834,177.52228,F,br,138,142,133,133,258,258,NA,NA,257,265,89,93,166,178,228,228,NA,NA
6025,31,-38.909643,177.519317,F,bl,138,138,133,149,258,258,255,255,257,257,85,85,178,178,248,248,235,235
6026,31,-38.911024,177.530269,F,br,138,144,133,133,264,278,255,255,255,269,89,91,166,176,228,228,227,233
6028,31,-38.921988,177.529004,F,bl,136,144,133,133,258,278,255,255,255,269,85,93,166,178,228,248,227,235
6029,31,-38.920906,177.527156,F,bl,136,140,133,133,258,276,255,255,263,265,85,89,166,176,228,248,223,223
6030,31,-38.921581,177.528111,F,br,140,144,NA,NA,254,254,255,255,253,255,85,89,176,186,228,228,227,235
